AT,V,AP,RH,PE
27.71,74.34,998.14,71.85,434.2
12.33,38.91,1017.24,79.84,472.49
13.87,41.74,1021.42,64.02,472.12
24.66,69.94,1006.56,60.91,432.68
9.38,43.7,1015.45,90.47,481.52
17.35,39.39,1013.18,67.67,467.85
25.01,66.56,1009.68,64.94,435.73
22.45,57.76,1017.55,58.6,450.61
24.06,58.2,1017.46,48.04,445.91
22.72,62.4,1010.28,80.79,445.22
26.12,68.51,1013.06,68.96,433.11
24.04,59.43,1007.6,76.98,437.51
10.03,40.96,1024.57,91.1,478.79
21.87,69.45,1014.04,71.19,439.97
27.97,58.84,1002.25,57.88,446.11
25.65,43.77,1011.65,46.18,444.01
4.81,42.85,1013.96,86.94,479.8
31.58,66.54,1003.26,54,429.73
10.89,44.2,1018.3,86.32,479.16
11.88,40.64,1020.5,85.43,470.06
27.79,69.23,1012.86,45.71,435.06
20.25,57.76,1016.28,77.76,452.66
7.76,37.7,1014.82,76.47,480.7
26.04,72.43,1006.82,84.88,432.94
27.94,63.07,1010.75,38.57,441
28.37,69.13,1010.44,71.93,425.29
24.81,63.73,1009.34,83.61,440.43
24.43,58.95,1017.18,57.73,441.4
16.2,38.73,1002.14,75.03,467.89
6.93,39.81,1017.25,87.29,484.98
26.74,69.89,1013.96,51.82,436.02
14.8,40.2,1012.87,88.35,466.27
7.18,38.56,1016.49,70.37,487.63
6.86,40.02,1031.5,77.94,476.45
28.18,60.07,1016.34,49.13,441.61
16.39,52.75,1024.42,54.61,459.48
26.75,56.57,1013.76,57.93,443.92
9.18,42.18,1017.4,87.3,475.57
10.04,39.66,1015.84,82.31,480.63
10.57,41.55,1003.62,67.89,475.6
6.26,41.31,1002.04,87.54,485.57
20.54,61.27,1019.6,61.87,451.95
23.64,63.31,1014.5,61.83,440.7
28.01,51.43,1011.6,49.2,449.82
23.1,70.79,1006.53,90.81,434.58
28.65,68.27,1006.96,52.78,432.73
13.24,39.85,1012.64,59.99,477.22
32.82,68.31,1010.44,41.85,441.06
11.81,40.75,1016.13,84.14,477.22
9.98,39.66,1017.32,77.78,481.64
19.67,44.71,1015.46,31.46,464.99
28.43,69.59,1008.79,73.33,439.26
27.2,78.05,1010.15,90.2,430.55
10.59,39.96,1025.87,97.05,468.96
13.85,48.06,1011.13,75.2,462.39
16.21,50.9,1012.46,84.45,462.68
31.17,69.51,1010.51,43.11,428.94
17.79,44.9,1020.5,69.72,457.72
10.09,41.01,1019.89,96.55,471.15
23.64,71.25,1004.92,93.87,442.26
20.54,68.12,1012.23,81.06,440.28
9,39.18,1024.38,84.91,483.26
33.96,68.94,1006.93,47.39,427.06
25.27,69.89,1015.21,79.33,436.33
30.56,71.25,1000.3,70.55,431.92
21.4,68.28,1008.2,60.34,450.22
10.36,37.83,1005.87,98.56,472.62
26.33,60.06,1005.86,41.57,450.16
23.26,59.14,1016.98,76.29,440.37
20.13,40.33,1005.31,85.42,460.09
20.69,50.78,1008.71,91.95,447.58
28.53,69.84,1004.46,68.03,427.72
24.46,68.61,1011.02,76.66,440.58
31.12,67.69,1005.3,50.46,425.21
13.46,44.71,1014.51,50,474.6
22.99,61.02,1009.88,81.56,440.85
24.84,71.73,1009.84,82.41,436.36
14.6,44.47,1028.46,69.96,465.24
19.7,52.84,1004.86,89.72,444.64
18.64,67.71,1003.84,89.63,442.26
27.27,67.9,1006.36,62.12,436.64
27.2,65.12,1016.2,44.95,442.54
13.41,45,1021.65,45.24,478.96
25.58,63.47,1011.44,66.81,443.66
12.71,41.39,1019.3,74.2,475.13
31.4,70.32,1011.62,65.01,433.42
31.85,68.3,1014.76,47.06,428.72
6.77,39.81,1017.01,87.68,488.27
32.73,69.88,1007.86,46.95,434.32
29.04,60.07,1014.88,47.23,438.5
23.38,65.06,1014.12,59.36,443.8
15.85,49.69,1015.33,89.24,469.4
15.84,41.04,1025.64,63.43,456.21
12.28,42.34,1019.19,95.8,467.03
29.58,66.51,1015.57,32.95,435.47
29.25,72.99,1006.85,61.15,429.12
8.67,40.77,1011.81,89.4,479.23
23.78,58.86,1015.7,62.95,443.79
4.49,38.44,1015.47,76.96,485.78
19.62,68.63,1012.26,68.05,453.84
24.87,60.37,1005.48,76.21,436.41
12.24,40.96,1023.52,81.09,474.76
11.02,41.44,1015.28,83.53,476.68
20.06,52.84,1004.21,82.12,447.47
16.9,54.3,1017.97,60.57,460.57
16.55,41.66,1011.45,55.53,465.14
10.8,41.74,1020.24,78.62,479.32
24.1,71.97,1009.92,91.27,443.09
21.49,70.32,1009.07,92.25,443.04
21.04,74.87,1009.09,88.25,443.44
12.27,41.17,1019.39,52.18,473.84
17.88,45.87,1008.39,93.63,455.83
15.3,43.14,1015.11,71.35,466
18.84,40.79,1005.18,92.46,459.96
15.94,41.76,1023.32,67.17,462.44
28.91,58.33,1013.84,39.72,437.53
7.65,40.67,1020.14,72.37,491.1
9.75,35.76,1019.88,62.31,474.31
16.6,53.16,1014.5,76.75,457.26
21.39,51.3,1013.39,89.05,452.7
25.9,47.45,1007.8,55.96,443.13
29.62,71.8,1011.05,63.13,438.55
20.25,55.5,1020.03,69.33,455.13
6.42,35.57,1025.58,79.63,485.86
14.85,44.63,1020.67,75.76,460.06
29.7,57.19,1008.41,55.07,436.29
17.46,39.99,1008.52,69.73,461.01
10.33,40.69,1014.25,84.46,480.18
13.15,42.44,1014.51,99.53,469.34
28.75,64.69,1007.1,60.37,437.94
11.26,40.43,1025.68,74.67,489.66
23.54,67.83,1009.44,65.48,426.24
32.51,71.22,1005.62,47.6,433.76
15.56,41.1,1004.65,84.58,467.32
25.12,71.58,1010.18,87.5,433.58
19.82,63.9,1013.19,78.96,449.61
8.99,39.04,1021.99,75.98,483.35
25.57,59.43,1008.88,61.19,438.9
25.97,68.12,1013.11,61.97,437.11
28,74.22,1008.68,66,433.94
30.66,70.98,1007.6,72.08,435.66
10.94,39.04,1021.81,86.02,479.2
13.93,44.21,1022.26,82.4,469.12
21.24,60.84,1017.99,82.22,445.71
17.86,50.88,1015.59,88.28,457.33
27.56,63.9,1013.23,45.97,442.43
22.1,65.94,1009.79,67.57,443.95
9.11,36.66,1026.47,74.79,480.74
24.82,57.19,1007.82,71.46,439.91
14.97,42.28,1007.31,79.25,466.62
27.78,77.17,1009.11,86.54,430.33
16,42.86,1013.88,81.74,467.5
19.68,56.65,1020.75,67.25,456.89
29.26,69.34,1009.76,58.64,435.32
31.11,74.87,1009.11,54.86,434.3
24.4,71.14,1009.7,59.26,436.68
19.66,59.87,1018.75,87.6,446.28
14.51,44.84,1023.23,82.33,465.09
10.27,52.75,1026.19,76.78,470.76
5.51,41.03,1022.28,84.5,491.84
25.57,66.54,1005.22,83.48,430.92
12.91,41.66,1013.37,71.52,469.71
10.66,37.5,1009.42,95.86,472.86
30.75,73.88,1005.62,57.95,436.97
4.16,35.47,1017.72,88.49,486.7
15.24,39.39,1013.01,74.24,469.79
29.05,71.85,1008.6,78.69,428.39
25.28,72.39,1002.28,89.43,432.52
20.02,67.32,1012.05,76.34,445.31
26.2,74.67,1016.69,84.38,430.22
12.98,39.64,1013.95,74.39,473.54
3.94,39.9,1008.06,97.49,488.81
24.78,68.63,1013.96,43.7,448.43
17.19,37.2,1011.84,67.59,468.4
7.19,38.91,1016.53,88.61,486.05
27.29,71.32,1006.39,81.59,435.25
18.34,44.63,1000.76,89.27,455.22
23.07,49.02,1009.07,84.1,444.22
21.79,58.2,1017.21,66.74,446.94
29.65,74.9,1003.22,71.09,433.32
14.01,43.34,1016.95,83.41,463.81
12.57,39.16,1016.53,88.91,476.2
27.24,44.89,1009.61,51.89,442.84
15.25,43.02,1012.04,41.43,467.23
11.82,41.17,1019.5,55.74,475.61
24.6,71.73,1010.08,78.77,436.28
22.89,48.98,1014.55,48.21,448.56
22.58,43.79,1015.66,44.18,460.3
25.08,61.02,1010.01,73.21,437.31
29.63,69.71,1009.04,67.26,435.27
28.07,64.09,1005.41,64.09,436.61
11.45,40.8,1027.74,78.6,476.28
20.36,60.1,1011.21,84.79,454.25
24,58.05,1011.28,74.32,447.16
11.94,40.66,1016.61,96.11,467.99
27.55,63.13,1012.92,71.29,440.75
12.71,43.02,1012.25,62.68,475.38
6.33,42.07,1004.25,77.1,484.57
12.99,41.93,1020.25,74.64,472.95
24.42,57.32,1011.46,55.92,443.94
30.66,73.77,1003.13,78.09,430
18.96,47.83,1006.15,75.61,454.35
25.76,63.94,1018.49,42.14,445.78
31.95,67.17,1007.11,61.58,432.6
30.81,71.97,1008.36,75,430.53
16.84,39.63,1004.67,82.98,466.06
32.21,68.14,1003.34,62.44,426.56
10.02,38.18,1017.43,68.4,476.83
6.13,40.81,1026.31,91.66,483.8
22.86,47.43,1009.75,61.54,452.53
13.67,54.3,1015.92,75.42,467.87
15.61,41.2,1016.12,75.28,467.81
14.43,35.85,1021.99,78.25,464.6
15.99,49.21,1015.17,76.4,463.47
28.18,73.03,1014.18,67.72,439.74
9.08,42.49,1010.67,85.35,481.46
8.05,40.8,1028.01,89.56,483.43
14.12,42.99,1007.13,78.16,468.45
15.46,37.64,1014.57,87.53,462.96
23.57,67.9,1006.08,70.12,446.72
13.49,44.47,1030.18,69.15,468.46
23.94,63.21,1013.52,83.12,440.15
17.12,49.5,1014.79,87.03,463.39
27.44,58.9,1003.86,66.74,442.19
25.72,72.39,1003.01,86.38,432.77
14.6,42.32,1015.71,77.03,464.67
22.97,64.15,1021,70.61,450.07
22.45,41.54,1012.69,70.89,460.07
25.07,56.85,1011.25,51.99,442.44
26.13,73.21,1002.12,92.02,435.34
24.18,58.49,1011.3,77.82,445.49
15.67,41.1,1004.1,77.93,466.45
18.12,58.95,1017.82,86.16,449.28
24.73,69.94,1006.09,59.15,439.86
17.36,44.63,1020.49,54.21,456.98
17.16,58.86,1016.4,86.39,453.76
31.94,74.99,1002.05,34.12,440.17
18.6,68.28,1003.27,84.21,446.98
16.38,47.45,1010.08,88.86,450.69
30.9,69.4,1003.53,66.69,425.3
25.02,60.29,1017.49,54.75,445.61
14.09,44.84,1023.65,94.29,466.12
17.9,67.71,1004.3,89.59,449.73
26.59,59.92,1009.97,70.09,438.22
14.14,39.82,1012.46,81.15,472.52
24.64,72.24,1011.37,80.61,434.54
26.56,65.59,1012.6,64.25,443.66
26.53,69.71,1009.88,76.26,446.17
23.62,49.21,1014.1,49.54,443.53
30.75,73.5,1011.02,54.76,429.18
10.76,40.78,1023.81,87.96,469.97
13.94,47.83,1004.83,81.2,465.13
16.58,44.68,1021.5,83.38,458.87
27.71,62.39,1006.43,68.21,435.84
7.87,41.17,1020.33,77.77,486.2
26.63,62.44,1010.86,70.82,438.25
9.34,38.08,1019.56,67.74,482.06
29.36,68.94,1007.5,79.91,431.39
24.87,58.33,1013.76,54.55,440.79
30.56,71.98,1004.74,58.77,429.2
4.97,42.85,1014.02,88.78,482.98
13.94,38.47,1015.03,53.9,466.54
27.55,65.59,1011.6,63.99,440.53
8.83,36.25,1028.86,85.6,478.45
24.52,59.15,1014.03,74.83,439.55
16.65,49.69,1014.01,91,460.03
17.65,59.87,1018.58,94.65,450.93
20.65,48.41,1008.38,91.02,447.35
29.24,69.05,1003.12,43.18,432.56
26.41,65.59,1010.69,73.78,441.49
18.59,39.54,1008.56,68.61,462.56
23.38,59.07,1009.29,92.4,442.83
20.65,57.5,1016.04,87.45,448.22
24.17,71.25,1003.9,90.36,435.66
29.46,49.3,1003.88,54.1,436.37
22.21,60.77,1018.21,84.96,444.57
17.47,58.59,1014.03,97.13,449.41
16.65,46.18,1010.6,95.69,465.6
19.14,56.65,1020.84,82.97,458.06
32.55,73.03,1014.36,44.83,439.81
34.43,68.51,1010.17,34.09,431.39
12.36,40.56,1022.11,72.99,474.71
19.84,65.48,1019.54,76.6,449.85
4.83,38.44,1015.35,72.94,485.32
12.58,39.72,1017.85,57.74,471.24
23.33,58.95,1017.93,66.37,442.71
15.59,45.09,1013.41,91.97,457.54
26.32,69.71,1009.39,67.05,441.25
31.95,70.79,1003.8,55.25,426.37
30.53,65.18,1012.69,41.85,437.89
29.86,69.34,1009.61,61.27,438.5
30.98,71.29,1008.78,47.7,432.99
26.94,62.91,1011.68,41.3,449.1
21.84,59.07,1008.84,96.5,448.61
11.15,41.26,1022.67,81.83,473.57
25.09,69.68,1012.18,91.33,439.77
24.8,59.87,1018.79,60.79,441
14.66,41.92,1030.81,68.88,464.57
23.09,63.76,1009.82,72.36,443.86
16.96,46.36,1019.91,89.11,460.57
4.96,39.4,1003.58,92.22,486.09
5.65,40.72,1022.46,85.17,487.09
11.95,40.69,1015.62,85.34,475.4
10.33,41.44,1015.24,86.72,478.79
21.3,41.1,1001.86,42.75,455.13
7.77,35.77,1016.53,73.79,479.68
24.24,70.32,1009.38,82.83,436.45
11.57,41.54,1020.13,69.14,476.89
30.2,71.85,1008.25,59.1,425.21
13.7,44.47,1027.51,70.77,468.79
19.68,44.34,1019.49,49.5,468.27
23.5,50.78,1008.7,57.7,445.09
12.87,41.5,1013.51,85.72,469.44
23.09,51.19,1009.4,81.61,443.22
31.87,71.22,1006.16,45.66,437
27.07,74.87,1010.09,58.97,440.47
5.72,39.33,1009.96,95.4,490.76
20.06,60.77,1017.19,88.73,447.35
20.76,59.04,1012.51,85.39,448.92
26.07,71.37,1008.6,79.48,439.25
25.71,71.73,1009.72,75.29,434.16
17.85,46.48,1007.79,83.59,458.16
31.27,69.13,1009.45,57.01,425.48
16.95,58.86,1015.96,87.8,453.2
25.86,59.07,1008.59,81.28,440.9
23.11,68.3,1017.83,86.62,437.91
18.13,66.86,1012.9,78.84,454.85
16.25,40.89,1011.09,62.7,464.33
29.82,43.21,1011.52,63.54,433.31
11.95,41.58,1015.83,89.35,464.57
15.25,39.16,1016.18,79.39,471.05
19.44,60.07,1014.8,69.06,452.89
19.15,56.53,1019.95,84.1,456.4
14.47,39.58,1011.31,69.85,467.34
27.9,63.13,1011.8,70.04,439.76
22.24,69.23,1011.83,79.37,441.9
20.76,59.21,1017.94,80.84,447.67
28.3,64.33,1011.23,68.88,441.51
26.11,70.36,1007.64,70.12,445.37
28.08,73.42,1012.17,62.74,434
25.53,59.57,1010.65,82.04,445.59
25.26,65.61,1014.43,58.35,447.34
21.92,49.02,1009.29,88.56,443.31
11.41,40.1,1014.27,91.17,476.81
15.09,43.13,1015.71,54.36,466.87
24.31,58.62,1017.29,64.44,449.12
22.92,60.37,1007.05,89.94,438.86
13.48,40.73,1017.59,94.81,463.6
35.77,73.56,1006.36,36.31,430.14
12.74,49.83,1007.44,91.47,466.09
29.53,71.14,1011.39,53.41,431.97
9.87,42.74,1024.61,87.74,470.9
16.07,65.46,1013.88,87.11,450.54
20.62,48.41,1007.37,87.51,445.4
10.23,41.46,1018.89,83.06,479.48
31.99,53.53,1004.98,53.53,432.43
29.2,70.79,1004.8,63.74,425.2
8.75,40.77,1021.99,86.46,478.85
6.19,41.31,1002.48,88.8,485.08
19.79,60.1,1010.47,84.04,452.41
11.8,42.34,1020.25,93.54,466.52
13.94,42.86,1012.35,88.78,471.64
32.16,76.2,1008.04,51.74,433.29
13.51,40.1,1014.29,86.34,470.65
13.8,45.08,1023.99,79.72,466.71
20.47,63.07,1012.79,88.67,451.71
23.44,72.24,1011.28,88.03,438.34
19.83,46.33,1013.27,96.4,451.22
22.79,68.63,1012.99,55.78,446.16
17,45.09,1013.52,88.32,458.94
4.97,38.91,1018.99,89.86,489.96
23.97,68.67,1006.63,76.83,441.53
10.94,39.04,1021.62,86.41,479.8
11.05,40.71,1024.91,76.42,479.59
25.9,48.92,1009.82,35.42,443.8
23.51,70.04,1011.02,81.39,435.78
23.68,59.27,1010.75,83.82,440.44
20.63,43.77,1010.71,62.34,448.25
9.48,40.11,1025.49,73.81,472.16
26.16,70.04,1009.63,73.22,432.56
23.96,60.95,1015.01,65.24,446.4
28.26,63.13,1012,68.35,440.58
21.75,58.79,1012.42,87.58,447.58
16.48,41.35,1005.61,89.07,465.64
22.05,59.92,1009.06,93.74,437.9
19.05,44.06,1017.02,73.76,454.28
29.75,73.5,1011.13,67.31,433.63
29.74,70.32,1008.1,52.72,432.69
13.83,41.49,1020.11,87.29,469.57
8.48,40.05,1015.89,90.25,483.5
19.55,39.39,1013.55,57.82,464.36
10.44,39.04,1023.99,85.03,480.34
9.2,39.99,1011.73,85.95,484.04
23.07,50.05,1006.9,86.98,442.97
26.6,61.41,1012.35,54.42,451.4
7.79,41.16,1023.17,97.11,471.82
17.57,43.7,1015.53,67.22,463.64
26.59,66.49,1013.32,49.76,439.72
9.78,52.75,1022.97,78.31,469.58
12.64,41.49,1019.78,94,468.78
29.84,74.87,1009.64,61.39,435.05
20.65,50.59,1016.22,68.57,455.24
15.95,42.24,1017.71,69.32,465.35
22.74,58.12,1015.16,79.58,447.86
20.88,56.85,1010.91,84.28,440.08
29.32,71.29,1008.34,51.51,432.17
25.8,44.57,1008,52.56,450.48
7.03,41.74,1021.92,86.44,486.91
21.84,64.69,1007.57,77.34,450.25
14.04,48.79,1017.62,75.25,464.09
29.41,59.27,1011.36,52.37,441.99
11.73,37.92,1008.24,65.13,472.04
24.55,58.86,1015.22,60.53,445.8
29.36,78.05,1011.12,64.17,434.29
29.7,67.17,1007.31,66.56,438.04
13.95,71.14,1019.76,75.51,461.18
30.27,70.32,1007.93,51.61,430.22
22.16,58.82,1009.61,87.16,444.76
8.73,39.42,1025.63,69.87,474.44
11.68,40.55,1017.31,99.82,473.51
18.83,47.83,1005.58,77.07,454.23
28.31,66.17,1009.75,72.66,444.51
5.18,41.31,1000.59,92.14,485.2
21.81,65.06,1014.6,66.41,447.13
21.24,44.57,1008.72,72.57,447.03
14.46,44.78,1007.64,67.03,459.31
26.24,51.43,1011.32,59.52,447.91
10.45,40,1019.01,89.01,465.43
20.61,48.78,1020.8,85.05,449.38
8.3,43.13,1020.02,83.11,484.07
29.51,75.6,1017.92,50.61,431.18
13.94,41.58,1020.76,68.22,463.07
12,41.17,1019.48,58.71,474.4
10.56,40.22,1005.08,89.71,478.02
10.11,42.49,1010.22,82.11,483.56
20.51,48.6,1005.29,80.7,448
28.41,74.16,1010.29,72.09,439.2
19.29,67.71,1007.94,63.71,449.28
14.24,45.01,1013.54,88.68,461.64
31.46,66.54,1002.86,53.75,427.76
15.75,39.16,1016.31,77.99,468.87
22.26,60.77,1018.26,85.94,442.58
20.62,43.43,1009.93,64.02,449.07
7.53,41.74,1022.45,90.85,487.25
20.71,49.69,1010.26,69.97,455.69
27.38,74.16,1010.08,78.61,436.65
21.94,50.32,1008.44,86.98,444.89
14.97,43.67,1011.13,87.33,465.54
17.79,46.21,1010.38,85.25,448.74
26.88,61.5,1009.17,61.26,440.13
33.63,77.54,1009.82,58.04,431.81
18.96,50.16,1010.72,100.09,451.2
13.74,43.71,1025.45,86.62,465.24
28.22,76.2,1006.11,62.17,437.62
24.27,68.28,1005.43,67.63,445.23
15.56,41.1,1003.55,76.92,464.42
11.2,41.38,1021.65,61.89,476.87
19.58,52.9,1017.46,64.64,458.28
14.26,44.47,1028.11,66.81,465.22
26.16,63.76,1010.03,68.77,437.24
27.35,69.48,1008.51,65.81,432.31
23.46,57.85,1012.7,65.54,444.66
6.29,43.65,1020.68,70.14,485.8
20.48,39.72,1001.61,57.32,455.58
29.39,71.14,1010.97,53.88,430.5
17.28,39.99,1007.09,74.25,463.28
24.56,51.86,1014.43,68.85,447.57
33.79,69.05,1001.62,40.13,435.1
5.07,40.07,1019.32,66.17,494.87
29.78,73.42,1011.27,52.79,445.58
31.37,76.86,997.34,62.94,431.03
29.52,77.24,1008.55,76.24,433.82
31.13,67.45,1015.02,41.34,435.14
28.01,73.18,1012.25,75.02,431.02
14.56,47.45,1009.52,91.14,451.95
23.42,58.79,1009.74,81.54,441.46
29.08,66.54,1004.67,64.5,430.16
12.25,40.75,1016.02,82.4,475.07
17.51,68.28,1004.36,94.87,449.59
21.92,66.54,1012.49,79.82,443.03
24.93,69.05,1001.02,85.14,429.53
21.95,59.43,1010.29,74.67,442.84
9.43,41.4,1028.81,85.83,475.8
20.71,45.61,1013.64,82.39,457.4
27.57,69.84,1004.91,68.37,426.6
9.55,43.99,1020.5,97.28,476.06
24.7,58.46,1015.58,68.64,439.7
11.42,40.35,1011.55,82.71,478.7
28.84,74.67,1016.52,67.43,428.98
15.08,42.77,1018.43,73.19,461.68
24.36,68.61,1010.27,63.78,448.71
21.86,58.49,1010.88,76.79,449.9
15.52,41.93,1022.97,52.92,471.97
28.05,70.36,1006.73,64.42,434.06
12.17,49.83,1008.05,96.44,469.52
22.2,44.05,1007.34,75.13,445.32
24.86,72.39,1001.15,90.24,440.85
25.96,60.95,1014.52,50.03,444.19
31.1,69.51,1010.84,45.4,429.74
14.86,44.71,1018.3,49.46,466.38
29.45,75.6,1018.12,50.68,437.31
6.4,39.9,1007.75,86.55,486.03
7.29,39.37,1019.24,73.46,478.19
17.47,63.31,1015.28,88.22,450.68
7.09,43.65,1019.6,72.1,483.42
26.92,64.69,1006.66,76.14,437.62
9.32,37.73,1022.14,79.49,477.91
13.24,39.16,1016.52,86.66,474.48
12.77,41.5,1014.13,86.8,470.68
20.77,60.1,1011.11,81.09,450.32
11.2,41.54,1019.94,67.18,479.03
17.12,48.6,1007.38,79.15,454.47
27.86,63.07,1011.11,56.81,440.48
9.24,41.4,1030.72,87.36,476.9
23.63,71.29,1008.01,70.07,442.65
6.69,36.24,1013.35,91.09,483.82
24.67,68.61,1010.71,57.47,450.64
7.5,38.06,1021.96,83.45,485.98
23.2,73.17,1012,89.92,438.64
5.41,40.07,1019.16,64.77,495.24
11.18,39.61,1018.56,68,468.75
6.75,39.4,1011.28,90.84,483.77
25.22,69.88,1007.17,80.26,443.24
19.13,50.78,1008.51,87.54,447.03
14.45,43.71,1025.26,84.23,463.6
9.25,41.82,1033.25,74.73,478.48
14.35,49.83,1006.39,91.23,462.54
25.72,74.67,1016.64,75.93,434.83
28.83,66.44,1008.47,77.49,430.01
29.98,47.93,1002.46,42.73,438.79
29.25,71.94,1007.18,63.62,427.49
25.5,63.56,1013.85,64.69,442.28
24.14,63.21,1012.28,89.08,440.74
12.8,42.18,1016.27,83.9,467.69
3.99,39.9,1009.74,96.81,490.91
19.68,62.96,1020.41,82.26,453.58
16.58,37.64,1015.23,81.59,460.48
26.55,69.45,1013.88,55.39,435.64
6.77,38.18,1017.8,81.13,484.31
28.88,54.89,1007.16,46.6,440.99
27.53,72.58,1009.13,89.06,428.83
23.38,54.42,1013.95,73.02,451.87
28.14,65.34,1014.44,46.17,443.11
26.02,63.07,1010.94,53.96,446.82
21.47,58.79,1017,76.97,446.33
21.67,69.71,1010.46,96.83,440.16
32.63,69.89,1013.85,41.66,425.72
23.39,61.87,1010.35,48.91,444.03
5.21,41.31,1003.51,91.23,486.46
19.72,44.78,1009.27,39.18,464.54
14.45,44.84,1023.28,82.79,461
16.15,44.21,1020.76,85.41,462.02
21.49,61.27,1019.81,63.21,450.07
9.45,41.4,1027.34,86.66,475.49
18.2,45.01,1013.82,68.14,452.21
25.89,48.41,1008.59,65.38,442.12
14.81,43.69,1017.19,71.9,470.71
9.53,44.03,1008.87,89.99,471.23
14.39,42.77,1017.36,83.28,463.65
22.82,69.94,1004.65,73.47,437.32
20.84,65.06,1016.88,71.93,445.74
15.52,43.7,1015.8,76.27,466.38
12.69,40.71,1021.62,80.19,477.14
27,73.42,1012.2,87.28,432.79
24.48,69.13,1002.88,69.43,432.71
24.41,56.9,1006.58,77.94,439.51
30.57,69.71,1008.94,59.99,439.38
31.01,69.04,1009.14,52.81,442.07
18.13,39.72,1002.75,58.85,455.81
26.63,74.16,1009.72,83.26,436.03
18.91,56.9,1006.98,84.07,448.24
22.88,71.73,1010.11,86.96,436.36
24.15,64.63,1020.72,58.06,448.87
14.28,37.2,1013.96,82.71,467.44
31.45,68.27,1007.56,64.79,430.81
26.25,52.09,1013.2,53.12,450.53
34.3,74.67,1015.98,25.89,427.84
7.63,40.56,1023.13,81.01,486.7
24.11,68.3,1017.33,79.16,432.62
19.04,68.28,1004.52,86.16,444.54
32.8,68.67,1005.27,44.53,432.28
31.11,72.25,1012.34,44.45,434.22
15.9,41.35,1006.28,78.2,464.03
29.38,74.9,1003.25,72.19,433.74
7.9,40,1018.74,79.55,474.5
16.12,45.87,1008.15,86.12,457.41
22.73,66.75,1018.13,84.06,437.93
21.83,62.91,1011.07,91.34,443.76
18.19,66.54,1012.9,86.05,449.22
10.82,37.5,1009.23,96.62,473.9
23,60.37,1005.34,83.73,437.6
14.46,53.82,1016.55,68.11,462.6
26.14,71.98,1005.98,82.45,428.91
20.11,51.19,1007.82,92.06,449.03
24.02,70.94,1008,79.55,441.57
12.82,46.18,1018.53,88.46,466.06
8.14,39.96,1023.41,88.86,477.05
21.38,49.21,1012.49,53.77,449.66
18.18,67.71,1004.5,87.26,449.24
29.77,67.07,1005.82,48.38,433.89
18.32,42.18,1002.27,95.99,458.46
26.33,64.45,1013.12,43.31,450.67
26.85,75.6,1017.43,74.55,433.48
21.1,62.66,1011.19,83.49,448.8
27.42,65.74,1013.43,69.42,440.52
28.57,69.34,1007.98,65.55,439.46
25.16,74.33,1014.55,76.7,436.15
26.16,67.9,1005.81,61.02,444.06
17.34,45.01,1013.22,77.71,459.01
14.95,42.99,1008.75,90.76,468.61
26.79,62.44,1011.51,72.46,440.55
14.09,41.2,1016.45,67.27,472.42
9.63,43.02,1012.4,68.41,480.21
14.49,42.86,1013.94,88.2,468.4
18.93,59.39,1013.92,68.78,450.14
22.96,45.01,1012.21,50.81,450.37
7.05,43.65,1018.41,72.36,480.47
15.83,41.67,1013.39,74.12,464.93
14.04,40.83,1008.98,82.04,469.75
28.26,69.23,1013.01,42.1,436.31
20.08,58.79,1017.32,81.59,451.21
25.52,67.17,1007.33,85.12,440.02
14.95,43.72,1010.28,93.62,459.31
16.14,44.21,1020.36,80.59,461.03
10.59,41.46,1016.87,85.7,480.83
8.52,41.55,1002.09,86.81,483.63
18.12,44.63,1001.26,89.72,453.55
18.61,63.09,1019.37,83.08,449.81
10.37,39.04,1023.95,81.93,479.35
25.6,66.48,1006.16,69.34,435.12
13.1,40.03,1017.79,84.48,470.75
27.96,68.51,1007.26,63.21,432.07
13.18,40.83,1007.67,95.44,472.36
23.3,48.78,1018.17,75.36,441.08
23.5,54.42,1012.31,68.29,455.38
25.24,57.17,1010.44,74,442.77
17.21,52.9,1019.91,77.31,460.88
24.23,58.79,1009.8,75.75,444.01
11.18,37.5,1013.32,74.32,472.02
22.07,58.95,1017.98,75.83,442.4
25.14,73.67,1006.94,88.51,430.89
10.24,39.28,1010.13,81.61,477.53
13.91,44.58,1021.36,78.98,472.67
14.69,54.3,1018.01,73.4,462.63
27.24,66.75,1017.78,69.6,433.65
23.66,67.17,1007.24,87.56,443.43
22.78,71.77,1005.26,89.23,435.46
26.92,62.44,1011.09,70.8,437.99
22.64,70.98,1005.71,95.65,441.99
20.58,50.9,1011.89,72.56,452.6
24.39,63.77,1013.3,77.53,443.65
13.61,40.71,1022.36,72.87,475.23
32.56,68.14,1004.02,35.04,425.11
24.4,60.37,1006.77,82.43,440.64
27.46,69.98,1013.28,63.73,435.36
18.33,52.08,1001.78,100.09,448.23
15.76,44.89,1010.33,85.06,459.67
22.46,48.41,1008.66,80.85,442.57
25.88,71.73,1010.01,72.8,430.86
16.25,58.86,1015.94,86.52,456.49
31.01,74.16,1010.89,56.52,434.64
11.77,41.06,1021.45,76.63,475.88
16.78,58.95,1017.74,96.24,450.02
24.86,65.34,1012.99,60.33,447.25
27.35,77.95,1012.14,74.14,431.72
16.97,39.16,1005.7,69.13,458.59
26.94,71.14,1011.63,62.74,434.03
25.45,74.33,1015.53,80.95,435.12
12.24,44.9,1020.31,82.22,464.25
